Title,Date,View_URL,View,View1,middle,Author,colsm4,colsm42,colsm43,maintext,View4,View5,View6,View7,Like,socialshareicon,socialshareicon_URL,socialshareicon8,socialshareicon_URL9,socialshareicon10,socialshareicon_URL11,socialshareicon12,Content
Former Employee - Software Engineer,"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36289412.htm,"""Great place""",5.0,,,,,,I worked at Google full-time,Pros,Great work atmosphere and opportunities to grow!,Cons,"none, except they are too big a company to be noticed!",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36289412.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36289412.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36289412.htm,Copy Link,Flag as Inappropriate
Current Employee - QA Engineer,"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36294717.htm,"""Nice""",5.0,in Frankfurt am Main,Frankfurt am Main,,,,I have been working at Google full-time for more than a year,Pros,Good Salary really like it,Cons,Small employee in a huge corporate,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36294717.htm&text=Google+review+on+%23Glassdoor%3A+%22Nice%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Nice%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36294717.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36294717.htm,Copy Link,Flag as Inappropriate
Current Employee - Engineer,"September 22, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36245784.htm,"""Great""",5.0,,,,,,I have been working at Google part-time,Pros,Great culture and great view of the city,Cons,Stressful to complete things on time,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36245784.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36245784.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36245784.htm,Copy Link,Flag as Inappropriate
Former Employee - Designer,"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36275244.htm,"""Awesome work culture""",5.0,"in Washington, DC","Washington, DC",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for less than a year,Pros,"Timing friendly , respectfully working condition. ,",Cons,"Hectic at some time periods , not much place selection",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36275244.htm&text=Google+review+on+%23Glassdoor%3A+%22Awesome%20work%20culture%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Awesome%20work%20culture%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36275244.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36275244.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer(Internship),"September 23, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36280257.htm,"""Great Mentor for Interesting Project""",5.0,"in San Diego, CA","San Diego, CA",,,,I worked at Google full-time for less than a year,Pros,Very nice work life balance,Cons,Kind of stuck to product area,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36280257.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20Mentor%20for%20Interesting%20Project%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20Mentor%20for%20Interesting%20Project%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36280257.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36280257.htm,Copy Link,Flag as Inappropriate
Current Employee - Senior Software Engineer,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36206920.htm,"""Amazing!""",5.0,"in Munich, Bavaria","Munich, Bavaria",,,,I have been working at Google full-time,Pros,"Food, perks, culture, projects, and infrastructure",Cons,There are no cons that I can think of,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36206920.htm&text=Google+review+on+%23Glassdoor%3A+%22Amazing!%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Amazing!%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36206920.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36206920.htm,Copy Link,Flag as Inappropriate
Current Employee - Account Strategist,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36207387.htm,"""Great place to be""",5.0,in Tokyo,Tokyo,Recommends,Positive Outlook,No Opinion of CEO,I have been working at Google full-time for more than 3 years,Pros,"Challenging work that creates impact, lots of opportunities for growth, competitive package, great people to work with",Cons,"Very competitive internally, hard to be noticed unless you work really hard promoting yourself",Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36207387.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20be%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20be%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36207387.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36207387.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36212595.htm,"""Challenging and engaging work""",5.0,"in Sunnyvale, CA","Sunnyvale, CA",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for less than a year,Pros,"Challenging work, but great work life balance",Cons,None that I can think of,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36212595.htm&text=Google+review+on+%23Glassdoor%3A+%22Challenging%20and%20engaging%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Challenging%20and%20engaging%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36212595.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36212595.htm,Copy Link,Flag as Inappropriate
Former Employee - Senior Manager,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36213580.htm,"""Great company""",5.0,,,,,,I worked at Google full-time,Pros,Great culture and people to work,Cons,"Don't have any cons, great company",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36213580.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20company%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20company%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36213580.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36213580.htm,Copy Link,Flag as Inappropriate
Current Employee - Senior Software Engineer,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36215370.htm,"""Nice place to work""",5.0,in Bangalore,Bangalore,,,,I have been working at Google full-time,Pros,"- Good work culture
- Good work quality
- Strong engineers",Cons,- Nothing much to say,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36215370.htm&text=Google+review+on+%23Glassdoor%3A+%22Nice%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Nice%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36215370.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36215370.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Developer,"September 22, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36223279.htm,"""Great Company!""",5.0,,,,,,I worked at Google full-time,Pros,Great company to work for,Cons,No cons to give back,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36223279.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20Company!%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20Company!%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36223279.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36223279.htm,Copy Link,Flag as Inappropriate
Current Employee - Technical Program Manager,"September 22, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36228976.htm,"""Good experience""",5.0,"in Mountain View, CA","Mountain View, CA",Recommends,Positive Outlook,No Opinion of CEO,I have been working at Google full-time for more than 10 years,Pros,Open and transparent culture. Cross functional impact.,Cons,You need to define your roles and responsibilities. Experience can vary team to team.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36228976.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%20experience%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%20experience%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36228976.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36228976.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Development Engineer In Test (SDET),"September 20, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36166527.htm,"""Best""",5.0,in Hyderābād,Hyderābād,,,,I have been working at Google full-time,Pros,Best company in the world,Cons,Work schedule is sometimes hectic,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36166527.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36166527.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36166527.htm,Copy Link,Flag as Inappropriate
Current Employee - Senior Swe,"September 20, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36171420.htm,"""Great perks""",5.0,"in Sunnyvale, CA","Sunnyvale, CA",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 3 years,Pros,"Cafes, Culture, Coworkers, Benefits, Compensation",Cons,"Fewer chat products, better product names",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36171420.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20perks%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20perks%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36171420.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36171420.htm,Copy Link,Flag as Inappropriate
Current Employee - Data Scientist,"September 21, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36191872.htm,"""Great place to work""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time,Pros,"Good projects, smart people, and lots of resources.",Cons,Nothing really. I like working here a lot.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36191872.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36191872.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36191872.htm,Copy Link,Flag as Inappropriate
Former Employee - Data Management Analyst,"September 19, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36142776.htm,"""Best Place To Work Ever!""",5.0,"in Venice, CA","Venice, CA",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time for more than 3 years,Pros,Learned a lot from the people here and looking forward to my next adventure.,Cons,"It's tough, but there's a reason why Google is one of the top company's in the world.",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36142776.htm&text=Google+review+on+%23Glassdoor%3A+%22Best%20Place%20To%20Work%20Ever!%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Best%20Place%20To%20Work%20Ever!%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36142776.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36142776.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Enginerring Analyst,"September 19, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36143390.htm,"""a amazing""",5.0,"in London, England","London, England",Doesn't Recommend,Negative Outlook,Disapproves of CEO,I have been working at Google full-time for more than a year,Pros,"Salary great, holiday awesome and it's got great work balaaknce",Cons,Balance isn't good sometimes can work hard,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36143390.htm&text=Google+review+on+%23Glassdoor%3A+%22a%20amazing%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22a%20amazing%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36143390.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36143390.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineering Manager,"September 19, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36144927.htm,"""Great perks and great people""",5.0,"in Sunnyvale, CA","Sunnyvale, CA",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than a year,Pros,"Working with smart, thoughtful people. Strong culture of doing the right thing, even if it is hard or time-consuming. Takes care of and listens to its employees.",Cons,"To improve consistency and fairness, important decisions such as hiring and promotion are made in committees which can be slow and require a lot of work.
As a large company, team culture can vary.",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36144927.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20perks%20and%20great%20people%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20perks%20and%20great%20people%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36144927.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36144927.htm,Copy Link,Flag as Inappropriate
Current Employee - Product Manager,"September 19, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36145690.htm,"""5 stars""",5.0,,,,,,I have been working at Google full-time,Pros,Great people and open culture,Cons,Company id definitely experiencing growing pains,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36145690.htm&text=Google+review+on+%23Glassdoor%3A+%225%20stars%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%225%20stars%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36145690.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36145690.htm,Copy Link,Flag as Inappropriate
Current Employee - Google SWE,"September 19, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36148752.htm,"""SWE is fine if you like your team""",5.0,"in Mountain View, CA","Mountain View, CA",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than 8 years,Pros,"work/life balance, benefits, smart culture",Cons,"can be autonomous & lonely, if your boss wont advocate for your promotion you're stuck",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36148752.htm&text=Google+review+on+%23Glassdoor%3A+%22SWE%20is%20fine%20if%20you%20like%20your%20team%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22SWE%20is%20fine%20if%20you%20like%20your%20team%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36148752.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36148752.htm,Copy Link,Flag as Inappropriate
Current Employee - Google Sales Manager,"September 20, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36153153.htm,"""Nice envoirnment""",5.0,"in Gurgaon, Haryana","Gurgaon, Haryana",Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time for more than a year,Pros,"Nice people, good enviorment to work",Cons,There are no cons working in google,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36153153.htm&text=Google+review+on+%23Glassdoor%3A+%22Nice%20envoirnment%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Nice%20envoirnment%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36153153.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36153153.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 18, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36129661.htm,"""Excellent job environment""",5.0,,,,,,I worked at Google full-time for more than a year,Pros,"Excellent job environment, my colleagues are very helpful and inspiring",Cons,None that I can think of.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36129661.htm&text=Google+review+on+%23Glassdoor%3A+%22Excellent%20job%20environment%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Excellent%20job%20environment%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36129661.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36129661.htm,Copy Link,Flag as Inappropriate
Current Employee - Software Engineer,"September 19, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36140278.htm,"""Good place to work""",5.0,in Bangalore,Bangalore,,,,I have been working at Google full-time,Pros,"Good environment, good meal ,",Cons,"Heavy work load,wait for promotion",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36140278.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36140278.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36140278.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer(Internship),"September 14, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW35949313.htm,"""Nice internship experience""",5.0,"in Sunnyvale, CA","Sunnyvale, CA",,,,I worked at Google full-time,Pros,Nice culture and easy return opportunity!,Cons,"Projects went slowly in the summer, and code review was also slow which made the overall development process longer.",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW35949313.htm&text=Google+review+on+%23Glassdoor%3A+%22Nice%20internship%20experience%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Nice%20internship%20experience%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW35949313.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW35949313.htm,Copy Link,Flag as Inappropriate
Current Employee - Strategist,"September 17, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36086523.htm,"""amazing workplace and culture""",5.0,,,Recommends,Positive Outlook,Approves of CEO,I have been working at Google full-time,Pros,"food, challenging projects, amazing atmosphere, colleagues, perks",Cons,NA. I personally cant find any cons,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36086523.htm&text=Google+review+on+%23Glassdoor%3A+%22amazing%20workplace%20and%20culture%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22amazing%20workplace%20and%20culture%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36086523.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36086523.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Developer,"September 17, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36087367.htm,"""Good Job!""",5.0,,,,,,I worked at Google full-time,Pros,"Good work environment
Good pay
Manager was nice",Cons,Some of my coworkers were a little strange,Continue reading,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36087367.htm&text=Google+review+on+%23Glassdoor%3A+%22Good%20Job!%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Good%20Job!%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36087367.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36087367.htm,Copy Link,Flag as Inappropriate
Former Employee - Analyst,"September 17, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36090675.htm,"""Great Company""",5.0,,,,,,I worked at Google part-time,Pros,Great team to be a part of. Always there to help you out.,Cons,Sometimes the work load could get too heavy.,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36090675.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20Company%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20Company%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36090675.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36090675.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 17, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36094858.htm,"""great place to work""",5.0,"in New York, NY","New York, NY",Recommends,Positive Outlook,Approves of CEO,I worked at Google full-time,Pros,great career advancement opportunities within the company,Cons,not so great work-life balance,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36094858.htm&text=Google+review+on+%23Glassdoor%3A+%22great%20place%20to%20work%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22great%20place%20to%20work%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36094858.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36094858.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 18, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36103785.htm,"""Great""",5.0,"in Seattle, WA","Seattle, WA",Recommends,Positive Outlook,No Opinion of CEO,I worked at Google full-time for more than a year,Pros,"Great Employer, Good benefits, Great work environment",Cons,"Stressful, Difficult Interviewing processes, Lots of competition in the workplace",,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36103785.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36103785.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36103785.htm,Copy Link,Flag as Inappropriate
Current Employee - Anonymous Employee,"September 18, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36109632.htm,"""Great office""",5.0,,,,,,I have been working at Google full-time,Pros,good culture and very fair for working from home,Cons,targets can be stressful to obtain,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36109632.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20office%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20office%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36109632.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36109632.htm,Copy Link,Flag as Inappropriate
Current Employee - Machine Learning Engineer,"September 16, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36040590.htm,"""Great place""",5.0,,,,,,I have been working at Google full-time,Pros,"Great culture, great problems - amazing team",Cons,None that I can think of right now,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36040590.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20place%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20place%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36040590.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36040590.htm,Copy Link,Flag as Inappropriate
Former Employee - Software Engineer,"September 16, 2020",https://www.glassdoor.sg/Reviews/Employee-Review-Google-RVW36048156.htm,"""Great company""",5.0,,,Recommends,Positive Outlook,No Opinion of CEO,I worked at Google full-time for more than 3 years,Pros,Great place to work and great benefits,Cons,Too many smart people and type a people,,Share on Facebook,https://twitter.com/share?url=undefined/Reviews/Employee-Review-Google-RVW36048156.htm&text=Google+review+on+%23Glassdoor%3A+%22Great%20company%22,Share on Twitter,mailto:?Subject=Google%20review%20on%20Glassdoor&body=Read%20this%20review%20of%20Google%20on%20Glassdoor.%20%22Great%20company%22%C2%A0undefined/Reviews/Employee-Review-Google-RVW36048156.htm,Share via Email,https://www.glassdoor.sg/Reviews/undefined/Reviews/Employee-Review-Google-RVW36048156.htm,Copy Link,Flag as Inappropriate
